id,text_len,summary_len
train_9259,974,110
train_9260,965,121
train_9261,1070,195
train_9262,272,112
train_9263,726,131
train_9264,226,94
train_9265,584,133
train_9266,734,161
train_9267,427,96
train_9268,789,111
train_9269,1315,170
train_9270,396,91
train_9271,573,108
train_9272,843,135
train_9273,474,195
train_9274,670,90
train_9275,607,112
train_9276,684,140
train_9277,396,89
train_9278,752,158
train_9279,760,147
train_9280,625,126
train_9281,433,82
train_9282,485,118
train_9283,691,119
train_9284,2968,457
train_9285,509,110
train_9286,430,116
train_9287,660,120
train_9288,297,73
train_9289,687,132
train_9290,1039,175
train_9291,752,165
train_9292,498,71
train_9293,420,107
train_9294,1164,232
train_9295,494,93
train_9296,944,148
train_9297,630,119
train_9298,700,105
train_9299,1895,330
train_9300,895,200
train_9301,622,137
train_9302,571,141
train_9303,655,136
train_9304,1235,236
train_9305,1264,207
train_9306,682,129
train_9307,3922,508
train_9308,830,173
train_9309,1263,177
train_9310,1384,266
train_9311,511,117
train_9312,416,57
train_9313,514,80
train_9314,536,111
train_9315,1207,192
train_9316,587,82
train_9317,429,67
train_9318,1115,213
train_9319,655,153
train_9320,1359,254
train_9321,676,131
train_9322,786,165
train_9323,1055,213
train_9324,959,160
train_9325,415,95
train_9326,1021,192
train_9327,1391,258
train_9328,660,144
train_9329,550,121
train_9330,345,93
train_9331,694,121
train_9332,323,84
train_9333,838,196
train_9334,554,101
train_9335,1095,203
train_9336,1771,321
train_9337,1663,252
train_9338,715,131
train_9339,327,66
train_9340,1425,284
train_9341,263,91
train_9342,920,223
train_9343,551,137
train_9344,957,201
train_9345,702,126
train_9346,607,135
train_9347,566,136
train_9348,1902,392
train_9349,514,94
train_9350,771,155
train_9351,1219,232
train_9352,777,136
train_9353,615,132
train_9354,649,141
train_9355,543,111
train_9356,964,201
train_9357,870,149
train_9358,924,171
train_9359,795,139
train_9360,434,88
train_9361,273,75
train_9362,1208,221
train_9363,743,145
train_9364,227,47
train_9365,636,148
train_9366,566,133
train_9367,932,215
train_9368,488,104
train_9369,953,221
train_9370,551,99
train_9371,955,199
train_9372,510,75
train_9373,759,136
train_9374,708,144
train_9375,250,65
train_9376,717,152
train_9377,1035,208
train_9378,766,171
train_9379,801,167
train_9380,451,94
train_9381,296,83
train_9382,1147,221
train_9383,445,84
train_9384,599,126
train_9385,1115,227
train_9386,1090,243
train_9387,565,99
train_9388,359,96
train_9389,940,190
train_9390,533,112
train_9391,1094,251
train_9392,269,60
train_9393,239,56
train_9394,2015,442
train_9395,665,181
train_9396,234,80
train_9397,670,128
train_9398,264,67
train_9399,950,197
train_9400,1300,287
train_9401,578,115
train_9402,1695,346
train_9403,1458,324
train_9404,549,99
train_9405,1379,277
train_9406,356,95
train_9407,347,90
train_9408,236,139
train_9409,546,144
train_9410,823,169
train_9411,841,152
train_9412,570,96
train_9413,608,144
train_9414,691,130
train_9415,748,120
train_9416,760,233
train_9417,663,176
train_9418,806,132
train_9419,1160,297
train_9420,1031,199
train_9421,653,126
train_9422,750,122
train_9423,481,92
train_9424,326,93
train_9425,1149,179
train_9426,419,56
train_9427,537,142
train_9428,522,61
train_9429,327,71
train_9430,506,83
train_9431,814,108
train_9432,728,115
train_9433,617,127
train_9434,321,78
train_9435,272,45
train_9436,758,126
train_9437,575,73
train_9438,528,71
train_9439,1567,217
train_9440,632,122
train_9441,683,106
train_9442,677,158
train_9443,853,127
train_9444,636,103
train_9445,374,78
train_9446,965,217
train_9447,892,156
train_9448,330,48
train_9449,1356,230
train_9450,1340,259
train_9451,566,97
train_9452,1236,205
train_9453,750,156
train_9454,262,71
train_9455,862,129
train_9456,607,100
train_9457,363,71
train_9458,251,58
train_9459,505,119
train_9460,402,88
train_9461,733,105
train_9462,1190,272
train_9463,645,154
train_9464,709,217
train_9465,744,173
train_9466,675,125
train_9467,616,125
train_9468,482,113
train_9469,916,138
train_9470,418,70
train_9471,546,72
train_9472,631,140
train_9473,651,118
train_9474,582,133
train_9475,469,106
train_9476,576,127
train_9477,1251,211
train_9478,375,132
train_9479,694,154
train_9480,1083,175
train_9481,1108,192
train_9482,1448,248
train_9483,407,141
train_9484,821,100
train_9485,233,49
train_9486,1081,221
train_9487,976,117
train_9488,1058,161
train_9489,712,125
train_9490,1639,218
train_9491,1140,245
train_9492,500,81
train_9493,581,78
train_9494,547,113
train_9495,775,67
train_9496,324,78
train_9497,655,97
train_9498,1173,150
train_9499,804,138
train_9500,250,174
train_9501,713,98
train_9502,1483,263
train_9503,690,145
train_9504,362,74
train_9505,1168,210
train_9506,728,149
train_9507,541,145
train_9508,545,168
train_9509,898,206
train_9510,800,104
train_9511,782,101
train_9512,784,137
train_9513,696,220
train_9514,961,196
train_9515,1316,197
train_9516,798,138
train_9517,893,266
train_9518,1119,191
train_9519,398,157
train_9520,620,121
train_9521,790,216
train_9522,682,144
train_9523,490,89
train_9524,406,117
train_9525,1157,191
train_9526,759,151
train_9527,510,143
train_9528,1163,194
train_9529,1329,249
train_9530,660,110
train_9531,644,92
train_9532,424,121
train_9533,841,216
train_9534,333,70
train_9535,1097,95
train_9536,1314,289
train_9537,925,165
train_9538,576,99
train_9539,1033,190
train_9540,642,115
train_9541,499,172
train_9542,832,139
train_9543,2082,189
train_9544,860,172
train_9545,454,155
train_9546,545,132
train_9547,1422,97
train_9548,880,156
train_9549,339,103
train_9550,635,152
train_9551,219,105
train_9552,225,101
train_9553,386,86
train_9554,488,77
train_9555,576,142
train_9556,1091,192
train_9557,1717,260
train_9558,1339,223
train_9559,984,130
train_9560,644,116
train_9561,470,85
train_9562,236,81
train_9563,264,84
train_9564,918,211
train_9565,743,126
train_9566,1144,102
train_9567,745,154
train_9568,848,167
train_9569,695,111
train_9570,260,82
train_9571,528,103
train_9572,917,196
train_9573,643,144
train_9574,1195,193
train_9575,1277,239
train_9576,648,152
train_9577,655,87
train_9578,472,87
train_9579,450,73
train_9580,422,118
train_9581,372,78
train_9582,478,99
train_9583,563,100
train_9584,401,72
train_9585,708,71
train_9586,572,107
train_9587,389,110
train_9588,244,71
train_9589,227,51
train_9590,954,126
train_9591,998,111
train_9592,1432,233
train_9593,1429,292
train_9594,436,68
train_9595,541,83
train_9596,217,74
train_9597,1064,169
train_9598,839,111
train_9599,284,121
train_9600,649,67
train_9601,311,71
train_9602,338,41
train_9603,1372,240
train_9604,523,113
train_9605,248,48
train_9606,341,83
train_9607,367,101
train_9608,483,94
train_9609,350,86
train_9610,333,82
train_9611,680,109
train_9612,810,168
train_9613,882,196
train_9614,457,121
train_9615,890,145
train_9616,757,182
train_9617,1382,281
train_9618,634,182
train_9619,483,165
train_9620,689,168
train_9621,918,251
train_9622,274,78
train_9623,538,181
train_9624,311,86
train_9625,630,224
train_9626,1236,242
train_9627,514,184
train_9628,538,135
train_9629,286,100
train_9630,407,100
train_9631,1089,195
train_9632,893,205
train_9633,993,120
train_9634,223,68
train_9635,350,146
train_9636,358,110
train_9637,243,91
train_9638,566,113
train_9639,323,62
train_9640,568,119
train_9641,714,148
train_9642,297,75
train_9643,321,53
train_9644,225,56
train_9645,805,163
train_9646,1215,219
train_9647,1467,235
train_9648,235,59
train_9649,682,124
train_9650,846,153
train_9651,923,123
train_9652,550,144
train_9653,576,126
train_9654,373,58
train_9655,729,119
train_9656,989,240
train_9657,926,199
train_9658,961,194
train_9659,920,197
train_9660,823,157
train_9661,893,138
train_9662,654,122
train_9663,608,97
train_9664,646,140
train_9665,487,95
train_9666,263,64
train_9667,884,155
train_9668,1099,162
train_9669,1062,237
train_9670,1008,156
train_9671,934,221
train_9672,1298,273
train_9673,699,129
train_9674,1220,200
train_9675,646,133
train_9676,603,118
train_9677,1185,213
train_9678,1193,201
train_9679,475,85
train_9680,1064,183
train_9681,279,69
train_9682,1075,189
train_9683,1111,180
train_9684,350,93
train_9685,3307,530
train_9686,844,218
train_9687,650,102
train_9688,924,147
train_9689,867,200
train_9690,449,130
train_9691,574,109
train_9692,850,137
train_9693,875,173
train_9694,798,162
train_9695,722,160
train_9696,965,208
train_9697,404,99
train_9698,545,82
train_9699,1058,153
train_9700,291,87
train_9701,1053,186
train_9702,621,158
train_9703,602,143
train_9704,499,112
train_9705,926,175
train_9706,258,44
train_9707,781,186
train_9708,905,146
train_9709,787,161
train_9710,956,147
train_9711,598,102
train_9712,513,112
train_9713,1212,212
train_9714,418,88
train_9715,922,159
train_9716,738,150
train_9717,583,126
train_9718,543,147
train_9719,855,124
train_9720,656,123
train_9721,2135,273
train_9722,365,115
train_9723,572,68
train_9724,291,64
train_9725,564,79
train_9726,1096,303
train_9727,1089,230
train_9728,746,179
train_9729,455,85
train_9730,356,90
train_9731,465,107
train_9732,786,173
train_9733,520,98
train_9734,528,103
train_9735,774,147
train_9736,894,159
train_9737,462,93
train_9738,598,151
train_9739,1595,178
train_9740,1339,268
train_9741,2068,211
train_9742,384,66
train_9743,615,107
train_9744,217,67
train_9745,882,202
train_9746,220,74
train_9747,474,98
train_9748,907,196
train_9749,1885,292
train_9750,780,130
train_9751,783,217
train_9752,856,167
train_9753,1092,154
train_9754,1454,255
train_9755,357,104
train_9756,639,121
train_9757,819,154
train_9758,1129,199
train_9759,720,106
train_9760,498,149
train_9761,724,131
train_9762,571,134
train_9763,305,83
train_9764,390,78
train_9765,224,57
train_9766,601,134
train_9767,772,209
train_9768,1119,226
train_9769,502,94
train_9770,468,101
train_9771,683,142
train_9772,1457,225
train_9773,1216,118
train_9774,674,154
train_9775,498,47
train_9776,505,113
train_9777,927,192
train_9778,1284,221
train_9779,629,84
train_9780,819,216
train_9781,793,109
train_9782,550,111
train_9783,1169,171
train_9784,704,149
train_9785,229,49
train_9786,596,141
train_9787,348,59
train_9788,619,96
train_9789,891,175
train_9790,483,172
train_9791,225,54
train_9792,864,190
train_9793,812,230
train_9794,1431,267
train_9795,1101,210
train_9796,1463,219
train_9797,827,157
train_9798,1614,355
train_9799,692,105
train_9800,637,124
train_9801,258,92
train_9802,991,172
train_9803,552,49
train_9804,518,116
train_9805,709,93
train_9806,1092,188
train_9807,1223,271
train_9808,998,221
train_9809,648,139
train_9810,933,181
train_9811,833,211
train_9812,612,139
train_9813,271,56
train_9814,403,99
train_9815,1522,239
train_9816,454,85
train_9817,329,69
train_9818,425,90
train_9819,552,109
train_9820,1297,219
train_9821,291,76
train_9822,538,110
train_9823,552,115
train_9824,604,116
train_9825,1317,244
train_9826,979,170
train_9827,743,129
train_9828,679,134
train_9829,901,179
train_9830,444,80
train_9831,232,57
train_9832,622,120
train_9833,639,132
train_9834,391,77
train_9835,788,136
train_9836,468,85
train_9837,389,78
train_9838,1022,167
train_9839,1164,260
train_9840,479,82
train_9841,412,101
train_9842,541,95
train_9843,499,85
train_9844,341,77
train_9845,508,103
train_9846,225,62
train_9847,767,96
train_9848,239,42
train_9849,684,153
train_9850,810,136
train_9851,1502,259
train_9852,549,105
train_9853,1228,200
train_9854,1125,197
train_9855,934,185
train_9856,294,50
train_9857,335,65
train_9858,792,185
train_9859,802,144
train_9860,384,77
train_9861,676,141
train_9862,952,264
train_9863,807,160
train_9864,788,111
train_9865,656,140
train_9866,366,90
train_9867,1019,191
train_9868,1101,195
train_9869,355,108
train_9870,985,196
train_9871,1390,336
train_9872,301,73
train_9873,390,101
train_9874,495,90
train_9875,635,96
train_9876,755,124
train_9877,1101,182
train_9878,497,79
train_9879,266,51
train_9880,249,38
train_9881,512,122
train_9882,196,53
train_9883,1086,199
train_9884,973,220
train_9885,282,81
train_9886,246,79
train_9887,1724,275
train_9888,498,107
train_9889,570,142
train_9890,708,74
train_9891,699,137
train_9892,628,123
train_9893,242,55
train_9894,224,56
train_9895,1311,268
train_9896,587,108
train_9897,1372,277
train_9898,820,161
train_9899,782,141
train_9900,571,120
train_9901,1523,297
train_9902,2575,490
train_9903,845,134
train_9904,498,77
train_9905,609,136
train_9906,620,111
train_9907,890,145
train_9908,1155,231
train_9909,596,129
train_9910,1507,291
train_9911,629,114
train_9912,363,95
train_9913,565,143
train_9914,424,65
train_9915,424,107
train_9916,1162,144
train_9917,486,110
train_9918,819,121
train_9919,395,90
train_9920,658,181
train_9921,343,128
train_9922,542,127
train_9923,614,116
train_9924,687,162
train_9925,632,140
train_9926,461,105
train_9927,476,98
train_9928,342,46
train_9929,1301,211
train_9930,477,98
train_9931,528,100
train_9932,1013,181
train_9933,640,112
train_9934,1001,211
train_9935,1257,238
train_9936,784,103
train_9937,583,97
train_9938,482,82
train_9939,690,143
train_9940,1171,146
train_9941,1751,197
train_9942,233,93
train_9943,470,113
train_9944,525,130
train_9945,248,89
train_9946,324,53
train_9947,593,104
train_9948,1590,226
train_9949,594,128
train_9950,762,143
train_9951,630,141
train_9952,1079,179
train_9953,1203,229
train_9954,1166,225
train_9955,623,146
train_9956,726,138
train_9957,1212,133
train_9958,871,170
train_9959,474,162
train_9960,1232,192
train_9961,485,61
train_9962,1128,187
train_9963,596,147
train_9964,450,106
train_9965,623,149
train_9966,1034,141
train_9967,532,100
train_9968,806,137
train_9969,1049,177
train_9970,543,104
train_9971,1490,198
train_9972,1206,214
train_9973,1271,214
train_9974,749,102
train_9975,438,77
train_9976,1632,229
train_9977,649,151
train_9978,944,202
train_9979,473,116
train_9980,517,101
train_9981,680,155
train_9982,1341,229
train_9983,1097,148
train_9984,541,157
train_9985,563,93
train_9986,1096,201
train_9987,973,207
train_9988,781,148
train_9989,612,113
train_9990,336,89
train_9991,914,193
train_9992,746,138
train_9993,968,153
train_9994,876,176
train_9995,339,70
train_9996,312,55
train_9997,1271,181
train_9998,1306,212
train_9999,2318,337
train_10000,667,164
train_10001,319,122
train_10002,968,167
train_10003,568,111
train_10004,497,111
train_10005,494,124
train_10006,1449,244
train_10007,591,118
train_10008,1272,285
train_10009,406,81
train_10010,1121,216
train_10011,1219,258
train_10012,562,89
train_10013,1376,244
train_10014,1446,328
train_10015,1340,246
train_10016,1708,259
train_10017,287,56
train_10018,504,107
train_10019,763,135
train_10020,805,139
train_10021,462,92
train_10022,439,68
train_10023,496,111
train_10024,1388,230
train_10025,231,61
train_10026,891,167
train_10027,869,162
train_10028,427,99
train_10029,840,207
train_10030,715,197
train_10031,916,152
train_10032,281,58
train_10033,365,89
train_10034,553,98
train_10035,1134,198
train_10036,646,148
train_10037,217,46
train_10038,645,136
train_10039,1170,221
train_10040,979,199
train_10041,223,60
train_10042,920,172
train_10043,1258,182
train_10044,1252,222
train_10045,859,150
train_10046,665,94
train_10047,261,46
train_10048,273,46
train_10049,749,123
train_10050,822,182
train_10051,505,107
train_10052,837,169
train_10053,335,80
train_10054,1002,222
train_10055,697,173
train_10056,435,104
train_10057,357,68
train_10058,500,153
train_10059,397,65
train_10060,794,153
train_10061,870,130
train_10062,567,99
train_10063,484,110
train_10064,483,119
train_10065,517,118
train_10066,550,112
train_10067,451,97
train_10068,1038,191
train_10069,572,123
train_10070,650,118
train_10071,780,152
train_10072,492,94
train_10073,901,192
train_10074,485,97
train_10075,603,110
train_10076,239,43
train_10077,384,80
train_10078,633,122
train_10079,271,60
train_10080,293,66
train_10081,535,89
train_10082,1163,218
train_10083,637,145
train_10084,3905,638
train_10085,244,56
train_10086,1372,225
train_10087,486,98
train_10088,234,68
train_10089,1090,231
train_10090,864,197
train_10091,632,106
train_10092,221,70
train_10093,1065,181
train_10094,246,58
train_10095,543,105
train_10096,569,116
train_10097,540,128
train_10098,558,90
train_10099,663,155
train_10100,1085,196
train_10101,1557,333
train_10102,252,71
train_10103,536,94
train_10104,539,60
train_10105,664,149
train_10106,238,60
train_10107,1153,221
train_10108,814,180
train_10109,530,86
train_10110,1168,215
train_10111,1355,206
train_10112,346,70
train_10113,308,79
train_10114,640,105
train_10115,1103,225
train_10116,845,169
train_10117,458,95
train_10118,337,130
train_10119,2282,343
train_10120,348,113
train_10121,498,118
train_10122,912,167
train_10123,757,131
train_10124,1371,255
train_10125,1196,210
train_10126,1757,316
train_10127,413,69
train_10128,335,82
train_10129,486,107
train_10130,548,118
train_10131,597,65
train_10132,631,117
train_10133,1417,278
train_10134,1038,178
train_10135,629,117
train_10136,1592,237
train_10137,412,117
train_10138,252,60
train_10139,247,68
train_10140,377,88
train_10141,510,76
train_10142,754,119
train_10143,320,85
train_10144,575,127
train_10145,1243,263
train_10146,574,130
train_10147,994,190
train_10148,518,106
train_10149,702,132
train_10150,1023,196
train_10151,808,99
train_10152,728,163
train_10153,552,104
train_10154,335,55
train_10155,792,171
train_10156,698,118
train_10157,927,181
train_10158,561,125
train_10159,661,122
train_10160,271,55
train_10161,716,166
train_10162,645,133
train_10163,788,152
train_10164,405,87
train_10165,515,89
train_10166,292,76
train_10167,708,143
train_10168,248,53
train_10169,453,88
train_10170,1154,240
train_10171,1542,207
train_10172,477,112
train_10173,1123,104
train_10174,488,134
train_10175,373,76
train_10176,762,181
train_10177,1163,249
train_10178,1065,174
train_10179,805,110
train_10180,462,77
train_10181,608,123
train_10182,1332,185
train_10183,757,139
train_10184,1521,321
train_10185,613,92
train_10186,1106,173
train_10187,1119,145
train_10188,938,146
train_10189,618,133
train_10190,1184,198
train_10191,414,67
train_10192,493,100
train_10193,909,223
train_10194,1048,261
train_10195,789,158
train_10196,727,144
train_10197,729,143
train_10198,617,100
train_10199,294,92
train_10200,1072,127
train_10201,333,99
train_10202,578,142
train_10203,291,147
train_10204,956,147
train_10205,658,110
train_10206,552,108
train_10207,1044,215
train_10208,1141,197
train_10209,531,101
train_10210,743,160
train_10211,1339,261
train_10212,1171,268
train_10213,894,208
train_10214,668,82
train_10215,497,83
train_10216,367,117
train_10217,2137,287
train_10218,1360,227
train_10219,286,63
train_10220,416,86
train_10221,1150,163
train_10222,1749,312
train_10223,755,158
train_10224,446,91
train_10225,478,111
train_10226,500,71
train_10227,311,127
train_10228,1385,248
train_10229,1560,335
train_10230,758,152
train_10231,714,179
train_10232,1696,148
train_10233,833,170
train_10234,777,177
train_10235,1551,210
train_10236,228,66
train_10237,1234,258
train_10238,682,127
train_10239,618,119
train_10240,1477,238
train_10241,342,135
train_10242,680,185
train_10243,1762,176
train_10244,593,193
train_10245,542,151
train_10246,435,124
train_10247,508,106
train_10248,614,139
train_10249,1853,236
train_10250,593,104
train_10251,413,103
train_10252,546,114
train_10253,329,96
train_10254,451,75
train_10255,373,53
train_10256,1507,277
train_10257,1384,245
train_10258,621,138
train_10259,485,97
train_10260,629,133
train_10261,860,134
train_10262,920,168
train_10263,673,143
train_10264,514,76
train_10265,686,134
train_10266,348,83
train_10267,942,167
train_10268,493,107
train_10269,241,63
train_10270,655,96
train_10271,923,208
train_10272,1204,218
train_10273,412,109
train_10274,673,133
train_10275,515,123
train_10276,513,148
train_10277,404,83
train_10278,240,72
train_10279,788,147
train_10280,922,142
train_10281,220,74
train_10282,913,201
train_10283,1327,287
train_10284,644,149
train_10285,686,124
train_10286,224,63
train_10287,590,107
train_10288,286,58
train_10289,474,96
train_10290,404,131
train_10291,738,130
train_10292,457,89
train_10293,644,156
train_10294,860,150
train_10295,1315,246
train_10296,425,84
train_10297,458,92
train_10298,489,105
train_10299,2088,329
train_10300,879,176
train_10301,664,102
train_10302,450,87
train_10303,336,101
train_10304,1230,242
train_10305,846,140
train_10306,737,178
train_10307,580,120
train_10308,503,88
train_10309,602,129
train_10310,635,124
train_10311,1132,179
train_10312,880,192
train_10313,808,131
train_10314,518,112
train_10315,309,73
train_10316,286,92
train_10317,873,146
train_10318,676,120
train_10319,1098,148
train_10320,501,94
train_10321,1596,273
train_10322,1146,243
train_10323,794,183
train_10324,265,53
train_10325,262,60
train_10326,250,66
train_10327,328,80
train_10328,618,86
train_10329,817,172
train_10330,289,103
train_10331,546,85
train_10332,254,64
train_10333,433,109
train_10334,340,79
train_10335,1455,246
train_10336,820,123
train_10337,630,139
train_10338,799,123
train_10339,646,130
train_10340,607,110
train_10341,552,137
train_10342,573,91
train_10343,745,153
train_10344,469,98
train_10345,873,154
train_10346,849,121
train_10347,541,162
train_10348,1755,268
train_10349,779,220
train_10350,961,229
train_10351,358,109
train_10352,719,148
train_10353,863,90
train_10354,303,59
train_10355,1378,251
train_10356,315,71
train_10357,246,82
train_10358,743,120
train_10359,404,125
train_10360,601,59
train_10361,467,128
train_10362,1558,250
train_10363,1212,228
train_10364,1351,236
train_10365,466,112
train_10366,512,86
train_10367,1326,185
train_10368,391,58
train_10369,547,168
train_10370,627,122
train_10371,778,145
train_10372,358,79
train_10373,386,62
train_10374,1186,263
train_10375,543,108
train_10376,286,59
train_10377,768,117
train_10378,579,72
train_10379,293,86
train_10380,639,122
train_10381,696,98
train_10382,1252,184
train_10383,308,64
train_10384,275,69
train_10385,1395,145
train_10386,650,180
train_10387,511,79
train_10388,753,128
train_10389,530,135
train_10390,859,243
train_10391,662,59
train_10392,565,87
train_10393,1040,186
train_10394,475,118
train_10395,445,78
train_10396,1087,190
train_10397,571,135
train_10398,708,140
train_10399,534,139
train_10400,896,134
train_10401,535,86
train_10402,1330,248
train_10403,1191,205
train_10404,596,144
train_10405,467,95
train_10406,1708,263
train_10407,412,111
train_10408,480,76
train_10409,805,100
train_10410,572,139
train_10411,1026,145
train_10412,482,81
train_10413,325,74
train_10414,637,127
train_10415,506,102
train_10416,309,55
train_10417,846,118
train_10418,844,169
train_10419,574,88
train_10420,271,58
train_10421,818,172
train_10422,275,77
train_10423,290,79
train_10424,1099,187
train_10425,1057,205
train_10426,716,124
train_10427,2203,285
train_10428,684,110
train_10429,320,86
train_10430,1647,278
train_10431,278,62
train_10432,949,189
train_10433,827,197
train_10434,516,74
train_10435,834,139
train_10436,585,117
train_10437,1105,207
train_10438,972,133
train_10439,470,95
train_10440,1140,204
train_10441,337,77
train_10442,631,134
train_10443,841,138
train_10444,733,140
train_10445,576,121
train_10446,706,168
train_10447,890,186
train_10448,791,159
train_10449,925,159
train_10450,2149,228
train_10451,946,203
train_10452,328,102
train_10453,551,119
train_10454,576,82
train_10455,356,93
train_10456,482,97
train_10457,1097,254
train_10458,705,139
train_10459,875,132
train_10460,714,162
train_10461,1013,180
train_10462,661,169
train_10463,370,86
train_10464,1191,249
train_10465,1017,188
train_10466,352,87
train_10467,1371,262
train_10468,1257,220
train_10469,1024,256
train_10470,1127,233
train_10471,593,105
train_10472,652,130
train_10473,629,113
train_10474,634,140
train_10475,1081,221
train_10476,657,160
train_10477,486,73
train_10478,341,109
train_10479,694,157
train_10480,353,107
train_10481,246,95
train_10482,242,106
train_10483,828,129
train_10484,773,153
train_10485,328,57
train_10486,703,160
train_10487,849,221
train_10488,711,166
train_10489,1015,213
train_10490,767,113
train_10491,1446,274
train_10492,722,132
train_10493,615,127
train_10494,942,157
train_10495,578,130
train_10496,541,94
train_10497,789,135
train_10498,487,105
train_10499,898,173
train_10500,505,89
train_10501,1349,239
train_10502,360,68
train_10503,638,133
train_10504,551,110
train_10505,374,63
train_10506,722,121
train_10507,1094,223
train_10508,552,98
train_10509,505,91
train_10510,558,125
train_10511,767,139
train_10512,831,162
train_10513,710,131
train_10514,285,75
train_10515,552,104
train_10516,1691,299
train_10517,244,63
train_10518,274,60
train_10519,1535,168
train_10520,246,72
train_10521,537,113
train_10522,880,157
train_10523,400,79
train_10524,714,120
train_10525,535,87
train_10526,843,183
train_10527,598,114
train_10528,609,113
train_10529,928,157
train_10530,770,147
train_10531,768,213
train_10532,1183,175
train_10533,837,143
train_10534,450,96
train_10535,524,102
train_10536,413,103
train_10537,683,117
train_10538,1759,157
train_10539,1157,120
train_10540,275,62
train_10541,1124,128
train_10542,387,68
train_10543,532,79
train_10544,283,94
train_10545,621,125
train_10546,2016,308
train_10547,1312,259
train_10548,249,65
train_10549,1413,119
train_10550,758,129
train_10551,442,68
train_10552,254,55
train_10553,718,110
train_10554,489,92
train_10555,366,97
train_10556,1003,246
train_10557,779,191
train_10558,796,180
train_10559,1000,214
train_10560,267,66
train_10561,651,193
train_10562,203,36
train_10563,523,108
train_10564,552,125
train_10565,866,157
train_10566,802,68
train_10567,2868,349
train_10568,537,83
train_10569,637,126
train_10570,520,133
train_10571,235,61
train_10572,359,95
train_10573,260,84
train_10574,532,128
train_10575,358,129
train_10576,439,121
train_10577,320,79
train_10578,630,154
train_10579,882,172
train_10580,876,154
train_10581,714,106
train_10582,528,123
train_10583,980,103
train_10584,516,56
train_10585,1011,167
train_10586,462,116
train_10587,2038,303
train_10588,845,192
train_10589,1278,129
train_10590,233,87
train_10591,496,133
train_10592,1312,110
train_10593,711,180
train_10594,565,123
train_10595,228,59
train_10596,245,65
train_10597,298,76
train_10598,251,52
train_10599,1333,205
train_10600,848,128
train_10601,752,104
train_10602,1395,145
train_10603,630,133
train_10604,404,137
train_10605,435,94
train_10606,493,91
train_10607,596,81
train_10608,264,77
train_10609,665,118
train_10610,677,119
train_10611,505,157
train_10612,511,106
train_10613,467,99
train_10614,1543,138
train_10615,227,82
train_10616,323,120
train_10617,277,86
train_10618,595,76
train_10619,917,184
train_10620,591,151
train_10621,270,53
train_10622,820,177
train_10623,1186,175
train_10624,457,155
train_10625,582,163
train_10626,356,48
train_10627,1115,145
train_10628,273,89
train_10629,622,104
train_10630,986,249
train_10631,640,145
train_10632,434,79
train_10633,331,92
train_10634,550,102
train_10635,274,111
train_10636,281,81
train_10637,599,91
train_10638,501,135
train_10639,864,179
train_10640,508,126
train_10641,253,52
train_10642,412,100
train_10643,561,207
train_10644,251,53
train_10645,1282,211
train_10646,1679,252
train_10647,676,172
train_10648,766,151
train_10649,1085,113
train_10650,675,133
train_10651,510,166
train_10652,364,63
train_10653,559,65
train_10654,385,64
train_10655,1148,173
train_10656,439,113
train_10657,298,49
train_10658,697,112
train_10659,481,148
train_10660,799,152
train_10661,1013,157
train_10662,638,120
train_10663,1225,183
train_10664,1438,173
train_10665,270,72
train_10666,479,75
train_10667,660,148
train_10668,570,89
train_10669,489,154
train_10670,651,92
train_10671,732,145
train_10672,888,147
train_10673,688,96
train_10674,469,89
train_10675,844,158
train_10676,849,202
train_10677,1137,201
train_10678,986,175
train_10679,533,131
train_10680,704,159
train_10681,597,95
train_10682,1260,212
train_10683,598,131
train_10684,544,95
train_10685,676,154
train_10686,663,125
train_10687,1213,225
train_10688,766,104
train_10689,288,94
train_10690,876,140
train_10691,958,197
train_10692,493,128
train_10693,835,191
train_10694,532,128
train_10695,730,166
train_10696,291,59
train_10697,658,159
train_10698,651,117
train_10699,1400,244
train_10700,882,180
train_10701,308,63
train_10702,256,51
train_10703,570,87
train_10704,935,143
train_10705,683,147
train_10706,725,116
train_10707,867,201
train_10708,658,161
train_10709,621,130
train_10710,792,124
train_10711,865,130
train_10712,651,126
train_10713,1090,258
train_10714,1719,245
train_10715,639,160
train_10716,636,97
train_10717,435,88
train_10718,522,110
train_10719,3401,561
train_10720,1493,211
train_10721,797,151
train_10722,830,118
train_10723,818,140
train_10724,501,121
train_10725,732,145
train_10726,1202,189
train_10727,768,95
train_10728,596,111
train_10729,454,97
train_10730,1536,270
train_10731,390,118
train_10732,429,74
train_10733,492,99
train_10734,884,181
train_10735,591,148
train_10736,761,167
train_10737,891,112
train_10738,512,127
train_10739,817,116
train_10740,517,152
train_10741,302,54
train_10742,428,67
train_10743,1354,280
train_10744,1789,415
train_10745,823,112
train_10746,488,118
train_10747,522,83
train_10748,732,137
train_10749,675,141
train_10750,625,163
train_10751,660,141
train_10752,900,153
train_10753,287,65
train_10754,506,110
train_10755,242,48
train_10756,368,66
train_10757,486,84
train_10758,741,131
train_10759,499,84
train_10760,534,61
train_10761,569,119
train_10762,531,92
train_10763,838,118
train_10764,678,120
train_10765,926,157
train_10766,226,37
train_10767,1351,178
train_10768,1026,218
train_10769,1075,189
train_10770,3640,621
train_10771,791,121
train_10772,403,97
train_10773,780,130
train_10774,622,126
train_10775,833,134
train_10776,904,169
train_10777,985,176
